EncompassField, MISMODataPoint, Table, Column, Type, Notes
LoanAmount, BaseLoanAmount, loans, base_loan_amount, NUMERIC(12,2), Direct
1401, FirstName, parties, first_name, VARCHAR(50), Borrower only
